movie_img,movie_title,movie_title_e,movie_score,movi_content,movie_maker,movie_actor,reple_score,reple_content
https://movie-phinf.pstatic.net/20111222_36/1324558778398r77Tm_JPEG/movie_image.jpg?type=m203_290_2,여선생 VS 여제자,"Lovely Rivals
					
					, 
					2004",관람객 평점 없음,"교장선생님도 못 말리는 천하의 왕내숭 열혈 노처녀 선생 여미옥(염정아 분). 나름대로 우아한 외모 뒤에 철딱서니 없고 천방지축인 뻔뻔녀를 숨기고 사는 중이다. 새 학기 첫 날, 선생의 실수는 슬쩍 넘어가도 학생의 잘못은 용서가 안 되는 여선생. 때마침 자기보다 더 늦은 지각에도 아무렇지 않은 대담한 전학생 고미남(이세영 분)을 핑계로 아이들의 기세를 잡아본다. 하지만 또래 아이들보다 한참 성숙해 보이는 몸매에 선생 뺨치는 말빨까지 겸비한 미남은 영 호락호락하질 않고 미옥은 그런 미남이 영 괴씸하다.,  그렇게 심상치 않은 새 학기가 시작된 어느 날, 시골학교 여자들을 한 순간에 흔들어 놓는 사건이 터진다. 바로 얼짱 총각선생 권상민(이지훈 분)이 새로 부임한 것! 시골생활을 청산하고 서울 큰 학교로 진출해 보려 호시탐탐 기회만 노리던 여선생도 예외가 아니다. 권선생에게 필이 꽂힌 여선생은 권선생을 사로잡기 위해 수단과 방법을 가리지 않는다. 하지만 그녀 앞에 예상치 못한 적수가 버티고 있었으니 대담하기가 선생 뺨 치는 제자 미남이 바로 그 주인공.,  권선생 앞에서만은 현모양처, 청순가련형으로 돌변하는 미옥과 담임의 가식적인 정체를 사사건건 폭로하고 귀여운 제자라는 점을 내세워 권선생에게 과감히 대쉬하는 미남. 이들 라이벌 사이의 상상을 초월한 염장 지르기는 절정을 향해 내달리는데.",장규성,"염정아,이세영,이지훈","7,8,9,9,1","중요한건 저 영화의 초딩 여제자가 완벽하게 정변한 아가씨가 되었다는거  ,캐스팅이 적절했다. 특히 신경질적인 여교사역엔 염정아가 딱  ,이세영 정말 어렸을때 찍은건데 완전 성숙해보임.. 반했음  ,이세영 넘 이쁘다  ,진짜 유치하고 시간 아까웠던...  "
https://movie-phinf.pstatic.net/20111223_115/1324606037210cmOvy_JPEG/movie_image.jpg?type=m203_290_2,이번 일요일에,"今度の日曜日に
				
					, On Next Sunday
					
					, 
					2009",관람객 평점 없음,"제8회 일본영화엔젤대상 수상작을 원작으로 삼아 한국에서 일본으로 유학을 떠난 여대생 소라가 대학 청소부, 신문배달원, 피자배달원으로 일하는 의문의 남자와 얽히면서 벌어지는 일들을 그려낸 잔잔한 휴먼영화., 오직 짝사랑하는 선배와 함께하고 싶어서 엄마의 만류에도 불구하고 일본유학을 감행한 순정파 소녀 소라(윤하). 일본에 도착하자마자 짝사랑 선배 현준(양진우)의 자취방을 찾지만 그는 집안사정으로 학교를 자퇴하고 이미 귀국한 상태다. 오 마이 갓! 청천벽력 같은 소식에 좌절할 시간도 없이 소라에겐 낯선 일본생활과 학교공부의 적응이 무엇보다 중요한 미션. 그러던 중 첫 영상수업에서 ‘흥미의 행방’이라는 주제의 과제를 부여 받고, 도저히 대상을 찾을 수 없어 애만 태우는데… 앗! 바로 저 아저씨다! 언제부턴가 자신의 주변에서 청소부, 피자배달부, 신문배달원으로 동에 번쩍 서에 번쩍 무시로 출몰하는 의문투성이의 남자 마츠모토(이치카와 소메고로)가 소라의 흥미진진 레이더망에 딱 걸리고 마는데…, 영화제 소개글. 소라는 고등학교 졸업 후 짝사랑하는 선배의 뒤를 따라 일본으로 유학을 떠난다. 하지만 선배 현준은 집안 사정으로 학교를 자퇴한 후 한국으로 이미 귀국한 상태. 청천벽력 같은 소식에 좌절할 시간도 없이, 낯선 일본에서의 삶과 버거운 학교생활이 그녀를 기다리고 있다. 그러던 어느 날, 소라는 자신의 주변에서 우연히 마주치게 되는 의문투성이의 중년남성 마츠모토를 발견한다. 그는 소라가 다니는 대학의 용역직원이며 밤에는 피자 배달, 새벽에는 신문배달로 언제나 바쁜 하루하루를 살고 있다. 소라는 첫 영상실습과제의 주제인 ‘흥미의 대상’으로 그를 관찰하기로 결정하고 취재하기 시작한다. 그리고 그가 빚을 갚기 위해, 아들의 학비를 위해, 밤낮으로 일하고 있다는 사실을 알게 된다. 소라는 모자라 보이고 늘 손해만 볼 것 같은 마츠모토를 통해 소통을 배우고 성장해 나간다. 영화는 국적, 성별, 세대를 뛰어 넘는 ‘관계’에 대한 이야기이다.",켄모치 사토시,"윤하,이치카와 소메고로,양진우","10,7,10,10,10","윤하  ,잔잔한 감동을 주는 스토리가 마음에 드는 영화, 윤하의 재발견은 보너스!  ,하아...ㅠㅠ 진짜 작년부터 보고싶었는데 시험끝나고 보려고 아껴두고있다가 어제 날잡아서 그냥 봤는데 역시..♥ 기대이상 ㅠㅠ 웃겨서 눈물 애절해서 눈물 ㅠㅠ 세쯔나이기모치  ,남주  여주 전부 연기도 아주 훌륭하고  내용도 아주 감동적이었습니다. 정말  좋은 영화라고 생각합니다.  ,이런영화좋네요 ~ ㅎㅎ  "
https://movie-phinf.pstatic.net/20180820_88/1534741971628EVrim_JPEG/movie_image.jpg?type=m203_290_2,봄이가도,"After Spring
					
					, 
					2017",관람객 평점 8.81점,,"장준엽,진청하,전신환","유재명,전미선,전석호",,
https://movie-phinf.pstatic.net/20171012_231/1507775268971mo2Uk_JPEG/movie_image.jpg?type=m203_290_2,내게 남은 사랑을,"My Last Love
					
					, 
					2017",관람객 평점 8.67점,"가족을 돌볼 틈 없이 매일 회사 일에 치이는 대한민국 대표 가장, ‘김봉용’, 자신을 부하처럼 부리는 상사 때문에 , 허구한 날 술을 마시는 것은 물론, 기사 노릇까지 하고 있다., , 그의 속 사정을 알리 없는 아내 ‘화연’은 야속한 남편을 탓하기만 하고, 질풍노도의 쌍둥이 ‘우주’와 ‘달님’은 그런 아빠와 매일 부딪치기만 한다., , 그나마 늦둥이 ‘별님’의 사랑스러운 애교에 하루하루를 버티는데…, , 서로를 보지 못했던 가족이, 비로소 서로를 보기 시작하며 전하는, 내게 남은 사랑을…",진광교,"성지루,전미선,권소현","10,10,10,10,9","지금의 나, 그리고 가족을 다시한번 깊이 생각하게 만들어준 영화.  ,이 시대를 살아가는 우리의 아버지들에게 응원의 박수 보내고 싶다. 사춘기의 까칠함을 잘 연기해준 쌍둥이 남매 홍석과 소현...성공적 영화 데뷔를 추카추카!  ,손수건 없이 간다면 정말 수퍼 스튜핏...!  영원할 것 같던 가족들이 떠나간다면... 지금 당장 고백해야한다. 부모님, 사랑합니다...  ,가족드라마 좋아하시는 분들은 꼭 보세요. 강추입니당  ,내게 남은 사랑을~제목만 들으면 노래제목 같지만 가족들이 함께 보면 늦가을의 가족의 소중한을 느낄수 있는 영화같습니다.주변 지인들에게도 추천해 줘야 겠네여~^^  "
https://movie-phinf.pstatic.net/20170316_89/1489651625999tkl3K_JPEG/movie_image.jpg?type=m203_290_2,원스텝,"One Step
					
					, 
					2016",관람객 평점 5.91점,"교통사고로 기억을 잃는 순간, ‘시현’에게 남들보다 조금 더 화려해지고 복잡한 세상이 펼쳐졌다, 잃어버린 기억의 조각을 찾기 위해, 우연히 만난 천재 작곡가 ‘지일’과 함께 , 세상을 향해 한 걸음 나아가는데…",전재홍,"한재석,박산다라","1,7,1,10,1","단역부터 다시 시작해라.  ,전혀 기대를 안하고봐서 그런가;; 생각보다 좋았음..산다라박 연기도 후반으로 갈수록 좋았던듯.. 노래도 다운받고싶음  ,당첨된 예매권으로 공짜로 봤는데도 아깝다는 생각 듦. 시간과 차비마저 아깝...  ,노래들이 너무 좋았어요!!!! 한걸음~ 한걸음~  ,29일 시사회 보고왔는데...디워, 클레멘타인, 다세포 소녀, 성냥팔이 소녀의 재림이 떠오르는 영화였어요. 평점 높은건 98%알바라 봐도 무방.  "
https://movie-phinf.pstatic.net/20161109_134/1478666280662a7ldM_JPEG/movie_image.jpg?type=m203_290_2,작은 형,"Unwanted Brother
					
					, 
					2014",관람객 평점 8.83점,"부동산 사기로 ‘빵’에 다녀온 동현, 그를 기다리는 건 따끈한 두부가 아닌 시퍼런 협박!, ‘속’까지 탈탈 털리게 될 처지의 동현은, 아이큐 48의 순진무구 작은형 동근을 찾아가는데…, , “작은형, 나 믿지? 돈 얼마 있어?”, “나 돈 많아… 아니야, 없어 없어”, , 사기1단 허세작렬 막내 VS 아이큐48 순진무구 작은형,, 극과 극 형제의 1억 통장 스캔들이 터진다!",심광진,"전석호,진용욱,민지아","9,10,10,6,10","인간은 장애가 있든 없든 근본적으로는 하나이며 서로 사랑하는 존재라는 것을 느끼게 한다. 또 그것을 시련을 겪으면서 알아간다는 휴머니즘을 보여주는 영화인 듯하다. 알이 꽉찬 영화인데 주중에 몇군데서만 상영하다니 아쉽다. 꼭 보시길!  ,형제애를 느끼게 해주는 감동적인 영화~  ,마음을 훈훈하게 덮혀주는  착하고 재미 있는 영화네요. 연기들도 너무 좋아요.  ,전석호 연기 좋아서 한줄 평 남김.  앞으로 연기 기대~.  ,아름다운 영화라는 한겨레 영화평에 동의~  "
https://movie-phinf.pstatic.net/20180820_88/1534741971628EVrim_JPEG/movie_image.jpg?type=m203_290_2,봄이가도,"After Spring
					
					, 
					2017",관람객 평점 8.81점,,"장준엽,진청하,전신환","유재명,전미선,전석호",,
https://movie-phinf.pstatic.net/20180820_88/1534741971628EVrim_JPEG/movie_image.jpg?type=m203_290_2,봄이가도,"After Spring
					
					, 
					2017",관람객 평점 8.81점,,"장준엽,진청하,전신환","유재명,전미선,전석호",,
https://movie-phinf.pstatic.net/20140307_37/1394178420944kseeB_JPEG/movie_image.jpg?type=m203_290_2,"씨, 베토벤","See, Beethoven
					
					, 
					2014",관람객 평점 8.86점,,"민복기,박진순","김소진,공상아,오유진",,
https://movie-phinf.pstatic.net/20190326_205/1553575327829GJARB_JPEG/movie_image.jpg?type=m203_290_2,던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,"Is It Wrong to Try to Pick Up Girls in a Dungeon? –Arrow of the Orion–
					
					, 
					2019",관람객 평점 8.63점,,사쿠라비 카츠시,"마츠오카 요시츠구,미나세 이노리,사카모토 마아야",,
https://movie-phinf.pstatic.net/20131118_17/1384753797173TRNRR_JPEG/movie_image.jpg?type=m203_290_2,극장판 슈타인즈 게이트: 부하영역의 데자뷰,"劇場版  シュタインズ・ゲート 負荷領域のデジャヴ
				
					, Steins Gate: Fuka Ryoiki No deja vu
					
					, 
					2012",관람객 평점 없음,"광기의 매드 사이언티스트를 자칭하는 오카베 린타로와 그의 라보멤 동료들은 , 우연히 과거로 보낼 수 있는 메일 “D메일”을 발명하게 된다, , 그러나 과거를 몇 번이고 바꿔도 동료의 죽음을 막지 못하는 어두운 미래만이 있고 , 오카베 린타로는 절망하게 된다. 그런 그가 찾아낸 한줄기 빛은 누구도 죽지 않는 , 미래 즉 슈타인즈 게이트라고 불리는 세계선. 시간축을 뛰어넘어 얽혀있는 문제를 , 풀어내 드디어 슈타인즈 게이트에 도달하게 되지만 몇 개의 세계선을 넘어다닌 , 오카베의 뇌에 거대한 부하가 걸리기 시작하고 만다.",와카바야시 칸지,"미야노 마모루,하나자와 카나,세키 토모카즈","6,10,10,9,10","취향문제를 오덕오덕거리면서 비꼬는 사람들 이해가 안가네요.  그냥 그러려니 하지 자기들이 싫은거 꼭 남들한테 그렇게 비꼬면서까지 까야하나; 참 우리나라 사람들 가끔식보면 엄청 삐뚤어진 것 같네요.  ,뚯뚜루~~~~ 마유시데스  ,슈타게는 인생이지...  ,지금 보고 왔습니다.음..자막이 약간 미흡한 점이 있고요.다른나라에서는 용어설명이 윗부분에 뜨는데 그런것도 없는것 같네요.그리고 슈타게 팬분들은대부분토렌트로받아보셨나.. 사람이엄청적네요서울인데도.좀 팬이라면 영화한편정도는 돈내고 보면합니다...  ,슈타인즈게이트 팬 이나 볼 영화지만, 나는 팬이니까 재밌었다!  "
https://movie-phinf.pstatic.net/20171103_177/1509693447074cM8AP_JPEG/movie_image.jpg?type=m203_290_2,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,"Fate/stay night Heaven's Feel THE MOVIE Chaper 1:presage flower
					
					, 
					2017",관람객 평점 9.18점,"마술사 와 영령 가 모든 소원을 이뤄주는 「성배」를 둘러싸고 싸우는 「성배전쟁」이 벌어진 지 10년. , 지난 「성배전쟁」의 참가자인 에미야 키리츠구의 양자, 에미야 시로는 그를 연모하는 소녀, 마토 사쿠라와 함께 평온한 나날을 보내고 있었다. , 그러나 「성배전쟁」은 다시 시작되고 곳곳에서 벌어지는 살인사건으로 후유키 시는 불온한 기운에 휩싸인다. , 시로는 사쿠라를 자기 집에 머물게 하기로 결정하고, 자신이 소환한 서번트인 세이버와 함께 마술사인 토오사카 린과 동맹을 맺고 「성배전쟁」에 나서기로 결심하는데., , 하지만 이 싸움은 암약하는 자들에 의해 크게 일그러지기 시작한다.",스도 토모노리,"스기야마 노리아키,시타야 노리코,카미야 히로시","10,10,10,10,9","스토리 불친절하다고 하는 사람들 있는데.. 기존에 페이트 관련 작품 좀 접해본 사람들이 메인타겟이라 생각하면 됨 헤븐즈필을  페이트 입문작으로 삼는것은해리포터 1편부터 6편 안보고   7편 죽음의 성물 본다음에내용이 불친절하다고 하는거랑 동일함  ,팩트) 진짜 인싸들은 오타쿠들 뭐하고 놀든 별로 신경 안쓴다 현실에서 바닥치는 놈들만 오타쿠들보고 아.. 내가 쟤보단 낫겠지... 이런 역겨운 안도감을 느낀다 대표적인 예로는 일베보고 안도감을 느끼는 야구갤러리등이 있다  ,평점 왜 이런가 했더니 MLB파크,오늘의 유머 등 커뮤니티 사이트에서 좌표찍혔네요.. 재밌게 본 입장으로서 10점 드립니다  ,방구석 여포들이 1점 주니까 균형 맞추기 위해 10점 드림.  ,마파두부에서 빵~터지는 분. 뭘좀 아는 분  "
https://movie-phinf.pstatic.net/20170414_291/1492153945199fACig_JPEG/movie_image.jpg?type=m203_290_2,극장판 트리니티 세븐: 유구도서관과 연금술소녀,"劇場版 トリニティセブン 悠久図書館 と錬金術少女
				
					
					, 
					2017",,,니시키오리 히로시,"마츠오카 요시츠구,하라 유미,우치다 아야",,
https://movie-phinf.pstatic.net/20171227_254/1514359126082YL9em_JPEG/movie_image.jpg?type=m203_290_2,주문은 토끼입니까?? ~디어 마이 시스터~,"ご注文はうさぎですか?? Dear My Sister
				
					, Is the Order a Rabbit?? ~Dear My Sister~
					
					, 
					2017",관람객 평점 8.47점,"카페 래빗 하우스에 찾아온 코코아., 토끼 간판에 이끌려 들어간 그 가게가 바로, 코코아가 하숙할 집이었다., , 리제, 치야, 샤로와 금세 친해진 코코아는, ""목조 마을""의 일원이 되어, 래빗 하우스의 외동딸 치노를 친동생처럼 예뻐한다., , 그렇게 맞이한 두 번째 여름., 올해도 친구들과 많은 추억을 만들고 싶은 코코아가, 의미심장한 표정으로 캐리어를 들고 역 플랫폼에 서 있다., 코코아는 대체 어디에 가는 걸까?, , 마야와 메구도 놀러 와서 즐거운 시간을 보내지만, 코코아가 없으니 왠지 좀 허전한 래빗 하우스., 그러던 중 치노는 조금 용기를 내어, 다 같이 불꽃 축제에 갈 것을 제안해 보는데...",하시모토 히로유키,"사쿠라 아야네,미나세 이노리,타네다 리사","1,1,1,1,1","아들... 오늘 영화보러갔다온다며... 오랜만에 씻고 외출할 준비하는 모습이 이 엄마는 보기좋더라... 제목이 무슨 토끼인가... 했는데, 동물나오는 다큐멘터리니? 아무튼 이제 외출도 자주 하구 영화도 보구... 할 수 있지? 엄마는 믿을게 우리아들~  ,페도문화가 담겨있는 역겨운 일본애니  ,상영관에 경찰들 대기타고 있다가 들어오는놈들 잡아만가도 아동성범죄 예방직빵이자너ㅋㅋㅋ  ,오타쿠는 규제해야한다  ,네 다음 페도요~~~~  "
https://movie-phinf.pstatic.net/20170811_11/1502432771089nRa37_JPEG/movie_image.jpg?type=m203_290_2,몬스터 콜,"Un monstruo viene a verme
				
					, A Monster Calls
					
					, 
					2016",관람객 평점 8.59점,"기댈 곳 없이 빛을 잃어가던 소년 ‘코너’. , 어느 날 밤, ‘코너’의 방으로 상상 속에서만 존재하던 거대한 ‘몬스터’가 찾아온다. , ‘코너’는 매일 밤 그를 만나 이야기를 나누면서 , 외면했던 마음 속 상처들을 마주하게 되는데…",후안 안토니오 바요나,"루이스 맥더겔,시고니 위버,펠리시티 존스","9,10,10,10,10","누구나 한번쯤은 동화 같은 기적을 바라지만 현실은 잔혹하다. 아이라기엔 성숙하고 어른이기엔 어린 소년은 그렇게 성장한다. 마지막 장면은 정말 짠했다. 엔딩크레딧 마지막 OST의 Tear Up This  Town 가사와 노래가 정말 훌륭하다.  ,티슈 꼭 챙기세요. 눈물을 참을 수가 없었음.  ,돌아가신 엄마가 너무 그립고 보고싶네요  ,눈물이 너무 흘러 참을 수 없었다. 상실을 겪었던 사람이라면 누구보다 공감할 아름다운 작품  ,이 영화가 가진, 잔인하리만큼 섬세한 묘사가 너무 가슴 아프고 너무 따뜻하다. 모두의 가슴 깊숙한 곳엔 괴물이 있다. 드러나지 않으면, 토해내지 않으면 영영 괴물로 남겠지만, 엉엉 울고 발버둥치면서라도 뱉어내고나면 성장할 수 있다. 이 소년이 그랬듯.  "
https://movie-phinf.pstatic.net/20190409_174/1554774642995SWGiz_JPEG/movie_image.jpg?type=m203_290_2,판의 미로 - 오필리아와 세 개의 열쇠,"El Laberinto Del Fauno
				
					, Pan's Labyrinth
					
					, 
					2006",관람객 평점 9.00점,,기예르모 델 토로,"이바나 바쿠에로,더그 존스",,
https://movie-phinf.pstatic.net/20111222_198/1324516302799yiG2A_JPEG/movie_image.jpg?type=m203_290_2,헬보이 2: 골든 아미,"Hellboy 2: The Golden Army
				
					
					, 
					2008",관람객 평점 없음,"인간과 요괴 사이에서 존재하던 고대의 휴전 협정이 수 천년이 지난 후, 세상을 지배하려는 요괴 세상의 누아다 왕자에 의해 깨어진다. 누아다 왕자는 세상을 장악하기 위해 파괴를 목적으로 한 기이한 창조물들을 찾고, 수 천년간 잠들어있던 최강의 군단 ‘골든 아미(Golden Army)’ 를 깨운다. 이에 '헬보이'는 불을 다스리는 여자 친구 ‘리즈’, 사람의 마음을 읽는 ‘에이브’ 등, 각기 다른 능력을 가진 BPRD 요원들과 함께 누아다 왕자와 골든 아미를 막기 위한 최강의 대결을 시작한다!",길예르모 델 토로,"론 펄먼,셀마 블레어,더그 존스","10,9,8,10,10","네이버평점보지마세요  ,묻혔다고 생각하는 굉장한 수작 기예르모 델 토로의 세계는 경이롭다2편이 1편보다 300퍼센트 낫다 감독의 역량이 빛나는 영화  ,'악마가 세상을 구한다' 이 점부터 재밌다. 보면 역시 기괴함의 달인 토로옹이야!  ,뭔말이 필요할까 ,, 뻔하지 않은 비쥬얼 , 스토리, 영상, 센쓰 돋보이는 영화 ! 그냥 보고 또 봐도 질리지 않고 잼잇는 영화 ! 다음이 기대되는 작품.. 인데!!!  ,헬보이 하앍  "
https://movie-phinf.pstatic.net/20190409_174/1554774642995SWGiz_JPEG/movie_image.jpg?type=m203_290_2,판의 미로 - 오필리아와 세 개의 열쇠,"El Laberinto Del Fauno
				
					, Pan's Labyrinth
					
					, 
					2006",관람객 평점 9.00점,,기예르모 델 토로,"이바나 바쿠에로,더그 존스",,
https://movie-phinf.pstatic.net/20190409_174/1554774642995SWGiz_JPEG/movie_image.jpg?type=m203_290_2,판의 미로 - 오필리아와 세 개의 열쇠,"El Laberinto Del Fauno
				
					, Pan's Labyrinth
					
					, 
					2006",관람객 평점 9.00점,,기예르모 델 토로,"이바나 바쿠에로,더그 존스",,
https://movie-phinf.pstatic.net/20190402_76/15541930127156S6RY_JPEG/movie_image.jpg?type=m203_290_2,아이 엠 마더,"Peppermint
					
					, 
					2018",관람객 평점 8.48점,,피에르 모렐,제니퍼 가너,,
https://movie-phinf.pstatic.net/20111221_233/132446172308861Sib_JPEG/movie_image.jpg?type=m203_290_2,엘렉트라,"Elektra
					
					, 
					2005",관람객 평점 없음,"어린 시절 부모를 잃고 세상 한 가운데 혼자 남게 된 엘렉트라는 적의 공격으로 치명적인 부상을 입고 죽음의 문턱까지 가게 된다. 죽음에서 그녀를 기적적으로 되살려낸 사람은 사람의 미래를 볼 수 있는 특별한 능력인 키마구레의 달인 스틱. 엘렉트라는 스승 스틱이 속한 집단 체이스트에서 키마구레를 비롯한 다양한 기술을 교육 받는다. 그러나 끓어오르는 분노와 세상을 향한 복수의 마음을 다스리지 못한 엘렉트라는 조직에서 추방당하게 되고, 버려졌다는 생각에 세상과의 인연을 끊고 냉혹한 암살자의 모습으로 살아간다., 완벽한 살인 기계의 모습으로 살아가던 엘렉트라는 어느 날 새로운 임무를 맡게 되고, 최강의 암살자 집단 핸드에게 쫓기는 마크와 애비 부녀를 만나게 된다. 어둠의 무술인 닌지쭈를 구사하며 강력한 범죄 조직으로 떠오른 핸드는 돌보다 단단한 근육을 지닌 가공할 괴력의 소유자 스톤, 모두가 두려워하는 무술의 최고 고수 킨코우, 핸드을 움직이는 핵심이자 키마구레를 구사하는 키리기, 숨결과 손길에 치명적인 독을 숨기고 있는 여인 타이포이드, 몸에 지닌 문신에 생명을 불러 넣어 치명적인 무기로 사용하는 타투등 최고의 고수들로 이루어진 최강의 암살자 집단. 자신에게 주어진 임무를 완수하느냐, 아니면 자신을 완전히 파괴해 버릴지도 모를 새로운 삶을 선택하느냐의 기로에 선 엘렉트라. 끊임없이 자신에 대해 고뇌하던 엘렉트라는 마침내 마크와 애비를 돕기로 결심하고 무적의 군단 핸드에 홀로 맞서는데.",롭 보우먼,"제니퍼 가너,테렌스 스탬프,윌윤리","5,10,6,9,7","데어데블한테 차인여자의이야기  ,여배우만본다  ,점수가 왜저러지. 걍 심심풀이로 볼만함.. 1점은 아무리 생각해도.. 너무 심한데.  ,난재밌던뎅.. 주연 여배우도 넘넘이쁘고~ 볼만한듯  ,이 영화 .조금 재미있게 봤어요~ 여주인공의 매력이 돋보인영화  "
https://movie-phinf.pstatic.net/20181026_283/1540530125623qH5Ec_JPEG/movie_image.jpg?type=m203_290_2,디스트로이어,"Destroyer
					
					, 
					2018",,,캐린 쿠사마,"니콜 키드먼,토비 켑벨,스쿳 맥네이리",,
https://movie-phinf.pstatic.net/20190402_76/15541930127156S6RY_JPEG/movie_image.jpg?type=m203_290_2,아이 엠 마더,"Peppermint
					
					, 
					2018",관람객 평점 8.48점,,피에르 모렐,제니퍼 가너,,
https://movie-phinf.pstatic.net/20190402_76/15541930127156S6RY_JPEG/movie_image.jpg?type=m203_290_2,아이 엠 마더,"Peppermint
					
					, 
					2018",관람객 평점 8.48점,,피에르 모렐,제니퍼 가너,,
https://movie-phinf.pstatic.net/20190305_257/1551749723722A0Gw5_JPEG/movie_image.jpg?type=m203_290_2,장난스런 키스,"一吻定情
				
					, Fall in Love at First Kiss
					
					, 
					2018",관람객 평점 8.53점,,프랭키 첸,"왕대륙,임윤",,
https://movie-phinf.pstatic.net/20190305_257/1551749723722A0Gw5_JPEG/movie_image.jpg?type=m203_290_2,장난스런 키스,"一吻定情
				
					, Fall in Love at First Kiss
					
					, 
					2018",관람객 평점 8.53점,,프랭키 첸,"왕대륙,임윤",,
https://movie-phinf.pstatic.net/20190305_257/1551749723722A0Gw5_JPEG/movie_image.jpg?type=m203_290_2,장난스런 키스,"一吻定情
				
					, Fall in Love at First Kiss
					
					, 
					2018",관람객 평점 8.53점,,프랭키 첸,"왕대륙,임윤",,
https://movie-phinf.pstatic.net/20171030_113/15093310622251GtNg_JPEG/movie_image.jpg?type=m203_290_2,해피 데스데이,"Happy Death Day
					
					, 
					2017",관람객 평점 8.31점,,크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드",,
https://movie-phinf.pstatic.net/20170102_196/14833178826104jk35_JPEG/movie_image.jpg?type=m203_290_2,바이러스,"Viral
					
					, 
					2016",,"'웜 플루' 라는 기생충 바이러스가 전세계를 초토화 시킨다. , 바이러스가 감염된 사람들은 급속도로 퍼져나가고 엠마가 사는 섀도우 캐넌은 격리 조치를 당한다., 엠마와 언니는 한 파티에 참석하게 되고 언니는 바이러스에 감염되지만 이사실을 숨긴다. , , 한편 바이러스에 감염된 사람들은 허기진 배를 채우기 위해 엠마의 집에 침입하게 되고 , 언니는 점점 바이러스 변형자로 변해가는데..","헨리 유스트,아리엘 슐만","소피아 블랙 디엘리아,애널리 팁튼,트래비스 토프",,
https://movie-phinf.pstatic.net/20160720_154/14689972990436CCOJ_JPEG/movie_image.jpg?type=m203_290_2,해피 버스데이!,"Happy Birthday!
					
					, 
					2016",,,케이시 테보,"바네사 렝기스,트리스틴 메이스,매튜 윌릭",,
https://movie-phinf.pstatic.net/20171030_113/15093310622251GtNg_JPEG/movie_image.jpg?type=m203_290_2,해피 데스데이,"Happy Death Day
					
					, 
					2017",관람객 평점 8.31점,,크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드",,
https://movie-phinf.pstatic.net/20171030_113/15093310622251GtNg_JPEG/movie_image.jpg?type=m203_290_2,해피 데스데이,"Happy Death Day
					
					, 
					2017",관람객 평점 8.31점,,크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드",,
https://movie-phinf.pstatic.net/20111222_153/1324527825496MUV0z_JPEG/movie_image.jpg?type=m203_290_2,오래된 정원,"The Old Garden
					
					, 
					2007",관람객 평점 없음,,임상수,"염정아,지진희",,
https://movie-phinf.pstatic.net/20111223_139/1324581156922AnCdY_JPEG/movie_image.jpg?type=m203_290_2,이장과 군수,"Small Town Rivals
					
					, 
					2007",관람객 평점 없음,"평화롭고 한적한 충청도 산골마을 강덕군 산촌 2리. 마을 단합대회를 열던 날, 마을 이장의 갑작스러운 죽음으로 인해 산촌 2리는 새로운 이장을 뽑게 된다. 이번엔 젊은 놈으로 이장을 시키라는 마을 최고어른의 말씀에 의해 자신의 의지와는 상관없이 단독후보로 나서게 된 산촌 2리 대표 노총각 조춘삼(차승원 분)은 얼떨결에 초고속, 최연소 이장으로 전격 선출된다.,  평소 동네 노인네들과 함께 고스톱치기를 일삼고 치매에 걸린 아버지를 부양하던 평범한 시골 노총각 춘삼은 갑작스러운 이장 감투가 부담스럽기만 하다. 그러던 어느 날 춘삼은 어린 시절, 자기 밑에서 꼬봉 노릇이나 하던 노대규(유해진 분)가 군수에 출마한다는 소식을 접하게 되고, 묘한 경쟁심과 시기심에 사로잡힌다. 결국 대규가 최연소 군수가 되고 이들은 과거의 만년 반장과 부반장에서 이장과 군수라는 뒤바뀐 위치로 재회한다.,  산촌2리를 휘어잡던 얼짱, 몸짱에 반장출신의 현직 이장 춘삼과 어린시절 춘삼에게 치인 아픈 기억 때문에 더 생색을 내는 군수 대규는, 한때 잘 나갔던 과거에 대한 자존심을 내세우는 춘삼의 주도 면밀한 딴지걸기로 사사건건 충돌하게 되는데… 사사건건 시비에 오나가나 딴지! 초코파이로 시작된 이들의 머쉬멜로우만큼 질긴 인연은 과연 어떻게 정리될 것인가!!!",장규성,"차승원,유해진","10,10,10,10,10","이거 삼시세끼때문에 평점 역주행 할 것 같아...  ,평점이 왜이러냐 칠년째 소장하고 우울할때마다 봐서 백번은 본듯ㅋㅋ재미와 감동 스토리구성도 최고ㅋ  ,좀 필요없는 야한 부분이 있지만 재미있는 영화이다  ,난 재밌게봤다 똥참는 장면 특히 푸하하하  ,재미가있다재미지다재미져  "
https://movie-phinf.pstatic.net/20111222_36/1324558778398r77Tm_JPEG/movie_image.jpg?type=m203_290_2,여선생 VS 여제자,"Lovely Rivals
					
					, 
					2004",관람객 평점 없음,,장규성,"염정아,이세영,이지훈",,
