movie_img,movie_title,movie_title_e,movie_score,movi_content,movie_maker,movie_actor,reple_score,reple_content
https://movie-phinf.pstatic.net/20190326_205/1553575327829GJARB_JPEG/movie_image.jpg?type=m203_290_2,던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,"Is It Wrong to Try to Pick Up Girls in a Dungeon? –Arrow of the Orion–
					
					, 
					2019",관람객 평점 8.63점,"미궁도시 오라리오 - ‘던전’이라는 이름의 웅장한 지하 미궁을 보유한 거대 도시. 신과 인간이 공존하는 이곳에서, 벨 크라넬이라는 소년은 조그만 여신 헤스티아를 만났다. , 그리고 그 인연으로 여신의 권속이 되는 계약을 맺은 그는, 영우에 대한 동경심을 가슴에 품은 채 모험의 나날을 보내게 되었다. , 시간이 흘러 미궁도시가 푸르게 빛나던 ‘신월제’의 밤, 벨은 선택된 자만이 뽑을 수 있다는 전설의 창을 뽑는다. , 곧이어 그의 앞에 나타난 한 명의 여신, 그리고 소년에게 맡겨진 새로운 모험인 ‘미션’. 목적지는 오라리오에서 아득히 멀리 떨어진 절경이었다. , “비극의 히로인 따윈 어디에도 없어. 모두를 구하고 말겠어.”, 이것은 운명의 선택을 받은 소년과, 달밤에 강림한 여신이 엮어내는 ‘약속의 이야기’ - [파밀리아 미스]",사쿠라비 카츠시,"마츠오카 요시츠구,미나세 이노리,사카모토 마아야","6,10,7,10,8","결말 뻔하디 뻔함. 서비스 씬도 작화가 그럭저럭임. 내용도없고 걍 몬스터 하나잡고 질질 짜는 내용임. 그냥 TVA 한편 본 느낌  ,내용도 좋고 오랜만에 던만추 즐거웠습니다  ,스토리 아쉽다 작화 그럭저럭 서비스신 ...  ,서비스씬도 그렇고 재밌어요  ,오랜만의 던만추라 재밌게 보기는 했는데 내용이 짧아서 아쉬웠어요 아르테미스 이뻐요  "
https://movie-phinf.pstatic.net/20190409_174/1554774642995SWGiz_JPEG/movie_image.jpg?type=m203_290_2,판의 미로 - 오필리아와 세 개의 열쇠,"El Laberinto Del Fauno
				
					, Pan's Labyrinth
					
					, 
					2006",관람객 평점 9.00점,"1944년 스페인, 내전은 끝났지만 숲으로 숨은 시민군은 파시스트 정권에 계속해서 저항했고 그들을 진압하기 위해 정부군이 곳곳에 배치된다., ‘오필리아’는 만삭의 엄마 ‘카르멘’과 함께 새아버지 ‘비달’ 대위가 있는 숲속 기지로 거처를 옮긴다., 정부군 소속으로 냉정하고 무서운 비달 대위를 비롯해 모든 것이 낯설어 두려움을 느끼던 오필리아는 어느 날 숲속에서 숨겨진 미로를 발견한다., 그리고 그곳에서 자신을 “산이고 숲이자 땅”이라 소개하는 기괴한 모습의 요정 ‘판’과 만난다., , 오필리아를 반갑게 맞이한 판은, 그녀가 지하 왕국의 공주 ‘모안나’이며 보름달이 뜨기 전까지 세 가지 임무를 끝내면 돌아갈 수 있다고 알려주면서 미래를 볼 수 있는 “선택의 책”을 건넨다., 오필리아는 전쟁보다 더 무서운 현실 속에서 인간 세계를 떠나 지하 왕국으로 돌아가기로 결심하게 되는데…, , 용기, 인내, 그리고 마지막 임무…, 판의 미로가 다시 열리고, 환상과 현실의 경계가 무너진다!",기예르모 델 토로,"이바나 바쿠에로,더그 존스","8,10,9,9,10","빌어먹을 배급사가 애들영화로 홍보만 안했어도...  ,애들용 판타지 아니다. 그거 아니라고 생각하고보면  개명작  ,현실적 판타지입니다. 전쟁의 참혹함 속에서 어린 소녀가 현실이 아닌 꿈꿀 수 밖에 없는 냉혹함과 슬픔이 묻어납니다. 판타지의 공식과 참혹한 프랑코 독재정권의 상황이 기묘하고 잔인하고 슬프게 엮어져 나갑니다. 부디 그녀가 사는 그 곳에서 평화롭게 지내길  ,개봉당시 아동용 판타지로 홍보했다가 욕만 먹은 대표적인 홍보 미스의 예. 내용만 보면 18세 관람가여도 이상하지 않을 정도로 어둡고 현실적이다.  ,지금까지 내가 본 영화들 중 가장 감명깊었던 영화 순위에 top3에 꼽히는 명작.한쪽 면만을 보지 말고 다양한 시각에서 접근하며 감상해야 영화의 진가를 알 수 있는 작품입니다.  "
https://movie-phinf.pstatic.net/20190328_112/1553762886182QHDpG_JPEG/movie_image.jpg?type=m203_290_2,덤보,"Dumbo 
					
					, 
					2019",관람객 평점 9.23점,"몸보다 훨씬 큰 귀를 가지고 태어나, 뒤뚱거리는 모습으로 서커스단의 웃음거리가 된 ‘덤보’., 어느 날 왕년의 서커스 스타 ‘홀트(콜린 파렐)’와 그의 아이들, 밀리와 조가 ’덤보’가 하늘을 날 수 있다는 것을 알게 되고, 유능한 사업가 ‘반데비어(마이클 키튼)’가 ‘덤보’를 스타로 만들기 위해 접근한다., 매력적인 공중 곡예사 ‘콜레트(에바 그린)’와 함께 하늘을 날게 된 ‘덤보’는 그의 친구들과 함께 환상적인 쇼를 둘러싼 어둠의 비밀을 발견하게 되는데…",팀 버튼,"콜린 파렐,마이클 키튼,대니 드비토","10,10,10,10,10","덤보는 사랑입니다..강추  ,행복하자 덤보야 ㅠㅠㅠ이모가 응원할게  ,나만 덤보 소방관분장하고 서커스할때 울었나ㅠㅠㅠ분장한 덤보보고 맴찢...  ,디즈니스러운 따뜻함과 판타지적요소가 잘 어우러져있습니다. 덤보가,,너무 귀엽습니다..  ,다른거 다 필요없다 덤보 눈망울만 보고 와도 돈 값한다.  "
https://movie-phinf.pstatic.net/20190402_76/15541930127156S6RY_JPEG/movie_image.jpg?type=m203_290_2,아이 엠 마더,"Peppermint
					
					, 
					2018",관람객 평점 8.48점,"평범한 주부 ‘라일리’(제니퍼 가너)는 딸의 10번째 생일날, 마약 조직원들의 총격에 눈앞에서 남편과 딸을 잃는다., 충격에서 깨어난 ‘라일리’는 증인석에서 범인을 지목하지만, 부패한 판사는 이들을 풀어준다., , 5년 후, 총격 사건과 연관 있는 인물들이 하나 둘씩 살해당하고, 언론과 경찰은 거액의 돈과 함께 사라진 ‘라일리’를 범인으로 지목하는데…",피에르 모렐,제니퍼 가너,"10,10,10,10,10","한국말나만들었나요?  ,피 끓는 복수액션이네요. 화끈한 카타르시스를 느끼며 볼 수 있었습니다!!  ,세상은 넓고 나쁜 놈들은 많다. 우리나라 판사 검사 헌법재판소 법관들 꼭 보기를 권한다. 사적 이익을 위해 법의 이름으로 장난치는 개 종자들 박멸해야한다  ,15세 관람가가 맞나 싶을 정도의 장면이 나오긴 하는데 예상되는 결말인데도 의외로 재미있어요  ,액션 쩔음- 제니퍼 가너 멋있어요!!!!  왜 법의 심판을 믿지 못하고 직접 나쁜 놈들을 처단하려는지 충분히 공감되서 그런지 통쾌해하면서 봤습니다  "
https://movie-phinf.pstatic.net/20190404_289/155435770610266AJB_JPEG/movie_image.jpg?type=m203_290_2,어글리 돌,"UglyDolls
					
					, 
					2019",,"춤과 노래가 멈추지 않는 행복 마을 ‘어글리 빌’에 사는 , 사랑둥이 인싸돌 ‘모씨’는 마을 바깥에 어떤 세상이 있을지 늘 궁금해한다., 모씨는 친구 ‘어글리 독’, ‘웨이지’, ‘럭키 뱃’, ‘바보’와 함께 파이프 건너편으로 모험을 떠나기로 결심하고, 외모도 성격도 너무 완벽한 ‘퍼펙션 스쿨’의 ‘루’와 ‘맨디‘를 만나 새롭고 짜릿한 세상을 경험한다!, 퍼펙션 스쿨에서 최고의 애착 인형이 되기 위한 스파르타 수업에 몰두하던 이들은, 인형들의 숨겨진 진실을 마주하고 마는데…, , 어글리 돌의 씽~얼롱 어드벤처가 시작된다!",켈리 애스버리,"켈리 클락슨,닉 조나스,자넬 모네",,
https://movie-phinf.pstatic.net/20190402_124/1554166458360TjvNY_JPEG/movie_image.jpg?type=m203_290_2,미스 스티븐스,"Miss Stevens
					
					, 
					2016",,"연기에 특별한 재능이 있는 학교 요주의 인물 ‘빌리’, 완벽주의자 여왕 ‘마고’, 귀엽고 친근한 ‘샘’, 그리고 매력적인 영어 선생님 ‘미스 스티븐스’, , 학교에서 매일 보지만 서로에 대해 잘 모르는 이들이 , 주말 3일동안 열리는 연극대회에 참가하게 된다., 그리고 빌리는 자신과 취향이 비슷하고 무언가 상처를 숨기고 있는 것 같은 , 스티븐스 선생님에게 묘한 동질감을 느끼며 이끌리게 되는데…, , 당신의 마음은 괜찮나요?",줄리아 하트,"릴리 레이브,티모시 샬라메,릴리 라인하트",,
https://movie-phinf.pstatic.net/20141107_228/1415328455668tMfey_JPEG/movie_image.jpg?type=m203_290_2,미성년,"Miss The Train
					
					, 
					2014",,"유일한 가족이자 무당이었던 엄마를 잃은 소진에게 실종된 아이를 찾아달라는 남자가 찾아온다. 점을 봐달라며 매달리는 남자를 피해 들어간 창고에서 소진은 또 다른 낯선 남자와 마주친다. 현실과 허구가 교차하고 산 자와 죽은 자가 공존하는 기이한 장면의 연쇄가 시적인 분위기를 끌어낸다., , [제15회 전주국제영화제]",이경섭,"박주희,권율,정희태",,
https://movie-phinf.pstatic.net/20190327_147/1553663399512IEd1d_JPEG/movie_image.jpg?type=m203_290_2,위치 오브 하우스,"The Witch in the Window
					
					, 
					2018",,"사이몬은 12살 아들 핀을 데리고 한적한 시골의 오래된 농장으로 이사를 한다. , 둘은 집을 고치며 그간 못다한 많은 대화를 하면서 시간을 보낸다., 그러던 중 집안에 무언가 자신들과 함께 있는 것 같은 불길함을 느끼게 되고 점점 이들의 일상은 공포에 잠식되어 가기 시작한다., 낡은 집을 수리할수록 더욱 공포의 기운에 몸과 마음이 피폐해져 가던 그 때., 과거 이 집의 주인이었던 리디아란 여자가 마녀로 몰려 억울하게 불타 죽었다는 이야기를 듣게 되는데...",앤디 밋튼,"알렉스 드래퍼,찰리 택커",,
https://movie-phinf.pstatic.net/20190305_257/1551749723722A0Gw5_JPEG/movie_image.jpg?type=m203_290_2,장난스런 키스,"一吻定情
				
					, Fall in Love at First Kiss
					
					, 
					2018",관람객 평점 8.53점,"내가 좋아하는 사람이 , 날 좋아할 확률은 얼마나 될까?, ♥, A반 남신 ‘장즈수’와, 처음 본 순간 KISS한 F반 ‘위안샹친’!, 수학처럼 안 풀려도 절대 포기할 수 없는, 확률 0% 멀고도 용감한 짝사랑 일대기",프랭키 첸,"왕대륙,임윤","8,10,10,7,10","유치하지만 이런영화는 유치한맛에 보는것  ,대만영화는 역시 결말..  ,조만간 2차 찍으러 갈 예정 왕대륙 임윤 얼굴 존잼...  ,왕대륙 얼굴 감상용 영화  ,설렘을느껴보고싶다면 꼭봐야하는영화...두번봐도 아깝지않은영화다.  "
https://movie-phinf.pstatic.net/20190329_232/1553849027701K0DBy_JPEG/movie_image.jpg?type=m203_290_2,어스,"Us
					
					, 
					2019",관람객 평점 7.82점,,조던 필,"루피타 뇽,윈스턴 듀크,엘리자베스 모스",,
https://movie-phinf.pstatic.net/20111222_153/1324527825496MUV0z_JPEG/movie_image.jpg?type=m203_290_2,오래된 정원,"The Old Garden
					
					, 
					2007",관람객 평점 없음,"80년대 군부독재에 반대하다가 젊음을 온통 감옥에서 보낸 현우(지진희 분). 17년이 지난 눈 내리는 어느 겨울, 교도소를 나선다. 변해 버린 가족과 서울풍경, 핸드폰이란 물건까지, 모든 것이 그에게는 낯설기만 하다. 단 한 사람, 감옥에 있던 17년 동안 한번도 만나지 못했던 지갑 속 사진의 얼굴만이 익숙하게 다가온다. 잊을 수 없는 그 얼굴, 바로 한윤희(염정아 분)다. 며칠 후, 현우의 어머니는 그에게 한윤희의 편지를 건넨다. ""소식 들었니? 한선생, 죽었어."",  1980년, 도피생활을 하던 현우는 그를 숨겨줄 사람으로 한윤희를 소개받는다. 윤희는 첫눈에 봐도 당차고 씩씩하다. 자신은 운동권이 아니라고 미리 선언하지만, 사회주의자라는 현우의 말에 ""아... 그러세요? 어서 씻기나 하세요, 사회주의자 아저씨!"" 라며 웃는다. 현우는 그런 윤희와의 갈뫼에서의 생활에, 마치 딴 세상에 온 듯 한 평화로움을 느낀다. 그렇게 6개월이 지난 후, 동료들이 모두 붙잡혔다는 서울 소식에 갈등하던 현우는 갈뫼를 떠날 결심을 한다. 그리고 윤희는 그를 잡고 싶지만 잡을 수가 없다.,  그렇게 그들은 헤어지고 17년이 흐른다. 다시 현재...그는 그들의 오래된 정원을 찾을 수 있을까? 윤희의 흔적이 고스란히 남겨져 있는 갈뫼를 다시 찾은 현우. 그는 윤희가 그에게 남긴 일기와 그림을 찾으며 17년 전의 과거로 빠져든다. 과연, 그는 그곳에서 그토록 꿈꾸었던 그들의 오래된 정원을 찾을 수 있을까?",임상수,"염정아,지진희","10,10,8,10,10","따뜻하고 씁쓸하고 아름답고... 지금 나는 이 영화를 말로 표현하기 힘든 감정이다.  ,잔잔하고 슬프고 사실적이며 나름 근사한 영화..염정아씨 여신이세요?  ,지난 시간과 화해하고 이대로 흘러가도 괜찮은걸까, 지금...  ,의외로 스포트라이트를 못받아서 아쉽다.  ,숨겨줘,재워줘,먹여줘,몸줘.........짱입니다  "
https://movie-phinf.pstatic.net/20171030_113/15093310622251GtNg_JPEG/movie_image.jpg?type=m203_290_2,해피 데스데이,"Happy Death Day
					
					, 
					2017",관람객 평점 8.31점,생일날 반복되는 죽음이라는 특별한 선물을 받은 여대생의 끝나지 않는 파티,크리스토퍼 랜던,"제시카 로테,이스라엘 브로우사드","10,10,10,9,10","팝콘만 사고 음료수는 사지 마세요. 여주가 핵사이다  ,이건 완전 새로운 공포영화 ㅋㅋㅋ 무섭고 유쾌하고 혼자 다 하셨다  ,무서울줄알았는데 뭔가 유쾌한 공포?느낌이예요 저는 진짜재밋던데...?  ,남녀가 맨날 보면 정드는거 맞구나  ,이 영화 보기전으로 리셋하고 싶다. 다시 보고 싶네요  "
https://movie-phinf.pstatic.net/20180503_37/1525332298689zgK17_JPEG/movie_image.jpg?type=m203_290_2,트루스 오어 데어,"Truth or Dare
					
					, 
					2018",관람객 평점 8.05점,"선택해 TRUTH OR DARE, 무엇을 선택하든 공포는 시작될 거야",제프 와드로,"루시 헤일,타일러 포시,바이올렛 빈","9,6,10,9,9","미안하지만 난 너희를 위해서 멕시코 사람 전부를 죽일 순 없어.  ,맨 처음에 올리비아가 도덕적 딜레마를 질문받았을 때 자기가 희생하더라도 사람을 많이 살리는 쪽으로 선택했지만 현실은 반대임을 알려주는 영화  ,게임이 인도랑 중국 돌다가 지치겠는데..?  ,팝콘, 선택해. 고소? 달콤? 무엇을 선택해도 니 손에 없겠지만  ,영화끝나고 영화속 그 표정 지어본 사람?!?!  "
https://movie-phinf.pstatic.net/20150706_137/14361584809475aOKY_JPEG/movie_image.jpg?type=m203_290_2,바바둑,"The Babadook
					
					, 
					2014",,"출산 차 병원으로 가던 중 남편을 교통사고로 잃고, 당시 태어난 아들 ‘사무엘’과 힘겹게 살아가는 워킹맘 ‘아멜리아’. 과행행동장애가 있는 아들은 퇴근하고 돌아온 그녀에게 아빠의 창고에서 발견한 그림책 ‘바바둑’을 읽어달라 조른다. 하지만 이는 단순한 동화책이 아닌 악령의 저주가 담긴 금서임이 드러나고, 바바둑은 두 모자의 외롭고 고단한 일상 속을 파고들기 시작한다. 결국 아멜리아는 아들을 지켜내기 위해 바바둑과 죽음을 넘나드는 처절한 사투를 벌이는데…",제니퍼 켄트,"에시 데이비스,노아 와이즈만",,
https://movie-phinf.pstatic.net/20190329_232/1553849027701K0DBy_JPEG/movie_image.jpg?type=m203_290_2,어스,"Us
					
					, 
					2019",관람객 평점 7.82점,,조던 필,"루피타 뇽,윈스턴 듀크,엘리자베스 모스",,
https://movie-phinf.pstatic.net/20190329_232/1553849027701K0DBy_JPEG/movie_image.jpg?type=m203_290_2,어스,"Us
					
					, 
					2019",관람객 평점 7.82점,,조던 필,"루피타 뇽,윈스턴 듀크,엘리자베스 모스",,
https://movie-phinf.pstatic.net/20190306_280/1551849045570X4iac_JPEG/movie_image.jpg?type=m203_290_2,돈,"Money
					
					, 
					2018",관람객 평점 8.40점,,박누리,"류준열,유지태,조우진",,
https://movie-phinf.pstatic.net/20190322_198/1553220632606va06v_JPEG/movie_image.jpg?type=m203_290_2,샤잠!,"Shazam!
					
					, 
					2019",관람객 평점 7.83점,,데이비드 F. 샌드버그,"제커리 레비,애셔 앤젤",,
https://movie-phinf.pstatic.net/20120912_8/1347412163448JcmHx_JPEG/movie_image.jpg?type=m203_290_2,사랑의 묘약,"Love Potion
					
					, 
					2012",,,김현규,"염정아,배성우",,
